Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0020655361811319985    4245                     4.596969767936152        5.477460640830794        0.11513839332351636      1.0572591865551735       0                        0                        0.9999537875             0.05                     0.09997340148463         0.1002647943168995       0.01                     0.4711409162846394       2.5e-06                  0.611572265625           -4.311363                4.258856                 
400                      0.6696869611077838       1739227                  10.184648092434731       26.12180945153994        0.2004290536440493       0.9093737442320746       0                        0                        0.9782664624999999       0.049999999999999996     0.08824013345242625      0.003548958453848172     0.01                     0.2967546972213313       2.5e-06                  0.1162109375             0.18460754               0.75240296               
800                      1.3370615747239856       3473034                  10.552537547637193       26.29295270132824        0.2004290536440493       0.9093737442320746       0                        0                        0.956593875              0.05                     0.07789053511643086      0.0030063841049923212    0.01                     0.3025592950871214       2.5e-06                  0.210205078125           0.0899005                0.7657636                
1200                     2.022981959581375        5242119                  11.234115613749346       160.44393464114654       0.2004290536440493       0.9093737442320746       0                        0                        0.9344803125000001       0.05000000000000001      0.06858052118361116      0.0028462188626008356    0.01                     0.2920317329117097       2.5e-06                  0.24169921875            0.046477463              0.57566553               
1600                     2.7177804158793557       7006360                  12.447570044685497       378.12886320637165       0.2004290536440493       0.9093737442320746       0                        0                        0.9124277000000001       0.05000000000000001      0.060404493909009364     0.0024038303405404804    0.01                     0.2852234437596053       2.5e-06                  0.186279296875           0.10400709               0.5392972                
2000                     3.4151013062397637       8766359                  13.533164836128812       406.0435525665156        0.2004290536440493       0.9093737442320746       0                        0                        0.8904285125             0.05                     0.05321956019715719      0.0018554863688811619    0.01                     0.28967192314346046      2.5e-06                  0.19278492647058826      -0.13927925              0.6518376                
2400                     4.123196228676372        10528606                 15.61839179737159        443.90865215280456       0.2004290536440493       0.9093737442320746       0                        0                        0.868401625              0.05                     0.04688177675642659      0.0021641983099066745    0.01                     0.2827119396792518       2.5e-06                  0.1879340277777778       0.082688786              0.40255773               
2800                     4.843408785992199        12297843                 19.870902341267936       451.938547749583         0.2004290536440493       0.9093737442320746       0                        0                        0.8462827625             0.05                     0.0412768841300508       0.001941149354593108     0.01                     0.2791942923213355       2.5e-06                  0.177001953125           -0.17934296              0.7202078                
3200                     5.5784528725677065       14075759                 27.620970593221276       417.0371801871295        0.2004290536440493       0.9093737442320746       0                        0                        0.8240606125000001       0.05000000000000001      0.036320475974357704     0.002827769095079823     0.01                     0.3082025189719656       2.5e-06                  0.2113970588235294       0.27895096               0.5983067                
3600                     6.321385755207803        15849557                 36.30740842237232        450.94368742987353       0.2004290536440493       0.9093737442320746       0                        0                        0.8018909375             0.05                     0.031968874281550555     0.002719252681345097     0.01                     0.29082321253372356      2.5e-06                  0.199462890625           -0.05366196              0.53936356               
4000                     7.062922722299894        17603770                 48.59173519859494        456.00040316682123       0.2004290536440493       0.9093737442320746       0                        0                        0.7799668750000001       0.05000000000000001      0.028178455652715574     0.0026580040763898674    0.01                     0.2802780974242422       2.5e-06                  0.17491319444444442      -0.40506992              0.7933406                
4400                     7.80994417058097         19356987                 67.65192199639995        436.2264149695809        0.2004290536440493       0.9093737442320746       0                        0                        0.758055475              0.05                     0.0248392619507632       0.0035207021097044666    0.01                     0.27959653952469427      2.5e-06                  0.20182291666666669      0.11622944               0.629266                 
4800                     8.568258438375262        21126420                 87.27431973322457        464.90331698880277       0.2004290536440493       0.9093737442320746       0                        0                        0.7359203125             0.05                     0.0218675828818341       0.0031089782085687414    0.01                     0.2788010222618194       2.5e-06                  0.21737132352941174      0.23072779               0.62346107               
5200                     9.327209193971422        22898809                 115.85318485725766       441.875972640209         0.2004290536440493       0.9093737442320746       0                        0                        0.7137967625             0.05                     0.01925271164334685      0.0026294842431352234    0.01                     0.2729424949558008       2.5e-06                  0.22135416666666666      0.28614905               0.61589766               
5600                     10.092034053206444       24674032                 157.3527429111699        457.3964636765018        0.2004290536440493       0.9093737442320746       0                        0                        0.6916192000000001       0.05                     0.01694525075930531      0.0029749297388791873    0.01                     0.2833112398761191       2.5e-06                  0.19447544642857142      -0.11090435              0.68468976               
6000                     10.861424901617898       26455623                 206.0480205896647        467.77994397744555       0.2004290536440493       0.9093737442320746       0                        0                        0.6693621249999999       0.05                     0.014907516973501267     0.0036963580598441893    0.01                     0.28001027942324674      2.5e-06                  0.22981770833333331      -0.6962475               1.1091774                
6400                     11.78635408202807        28599883                 269.9385099119937        471.9917204104106        0.2004290536440493       0.9093737442320746       0                        0                        0.6425772000000001       0.05                     0.012777414983746734     0.0031860871722528827    0.01                     0.2832862176001072       2.5e-06                  0.20979817708333331      0.16470008               0.70821023               
6800                     13.088363559908338       31609513                 417.6452805294533        474.52327372258276       0.2004290536440493       0.9093737442320746       0                        0                        0.604995575              0.05                     0.010291743113747484     0.0014655526380112052    0.01                     0.29717675265338683      2.5e-06                  0.2068142361111111       0.15324168               0.63484144               
