Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
4000                     6.9631553260485335       17666895                 20.968541402022602       66.62342379876432        0.0804273058818876       0.7866206667314509       0                        0                        0.7791690125             0.05                     0.028049332538493277     0.0009244765422522505    0.01                     0.28170896228402853      2.5e-06                  0.110107421875           0.06309387               0.3503287                
4400                     7.686087236073282        19414028                 25.095170380959292       84.41571155712666        0.0804273058818876       0.7866206667314509       0                        0                        0.75733085               0.049999999999999996     0.024735866309312245     0.0021140262886226134    0.01                     0.2879018437336473       2.5e-06                  0.11902573529411764      0.012599461              0.50308603               
4800                     8.423768811954393        21183368                 29.66842815646229        93.72409526565967        0.0804273058818876       0.7866206667314509       0                        0                        0.7352152999999999       0.05                     0.021779015801484086     0.0009749288079206053    0.01                     0.2881014534505084       2.5e-06                  0.06689453125            0.01195357               0.43968442               
5200                     9.155333305001259        22922561                 34.99691816492739        102.24860491545441       0.0804273058818876       0.7866206667314509       0                        0                        0.7134767875             0.05                     0.019217282247717713     0.0014543570852016702    0.01                     0.284921438597581        2.5e-06                  0.1302849264705882       0.19388747               0.33883625               
5600                     9.896961210568746        24681353                 43.987839720865274       93.49707140969407        0.0804273058818876       0.7866206667314509       0                        0                        0.6914938875             0.05                     0.01693303159624174      0.0014351488363685992    0.01                     0.28302629248184313      2.5e-06                  0.13556985294117646      -0.05083106              0.415807                 
6000                     10.644514958394899       26440443                 52.87792698614706        92.19247509061546        0.0804273058818876       0.7866206667314509       0                        0                        0.66950665               0.05                     0.014919924484152601     0.002300707459653495     0.01                     0.2836028764140792       2.5e-06                  0.1435546875             -0.010994797             0.82338214               
6400                     11.386065499186516       28186891                 65.62203445893405        91.3863413564323         0.0804273058818876       0.7866206667314509       0                        0                        0.6476798625             0.05                     0.013158296135984382     0.002461938260239549     0.01                     0.2915782302618027       2.5e-06                  0.15390625               0.19517                  0.5169175                
6800                     12.135909273690647       29938494                 79.17564411320843        97.3544602382999         0.0804273058818876       0.7866206667314509       0                        0                        0.625788225              0.05                     0.011600335836822934     0.0014940323127221847    0.01                     0.2863670107391145       2.5e-06                  0.11631944444444443      0.08411113               0.48311776               
7200                     12.889400661057897       31698898                 97.70847994454383        103.22574017040402       0.0804273058818876       0.7866206667314509       0                        0                        0.6037859                0.05                     0.010220326028079253     0.001186343296053978     0.01                     0.2870150185190141       2.5e-06                  0.11754261363636365      -0.014087519             0.5056425                
7600                     13.659742771320873       33468923                 96.37513505685388        98.04445721879824        0.0804273058818876       0.7866206667314509       0                        0                        0.5816415125             0.05                     0.008997125557974469     0.0017491201716666183    0.01                     0.27407841628883034      2.5e-06                  0.157470703125           0.09838377               0.39500508               
8000                     14.43423096815745        35239972                 100.33238636100427       101.48692580017156       0.0804273058818876       0.7866206667314509       0                        0                        0.5595217                0.05                     0.007921442060275426     0.0018635750180376067    0.01                     0.29025997314602137      2.5e-06                  0.20380434782608697      0.025800768              0.4881796                
8400                     15.20384276257621        37010779                 93.77519044804892        96.14894835738657        0.0804273058818876       0.7866206667314509       0                        0                        0.5373708125000001       0.05                     0.006973118269676647     0.0013530836696291873    0.01                     0.2900651140241987       2.5e-06                  0.1831597222222222       0.0010600341             0.48277634               
8800                     15.978696579270892       38778230                 102.12369516286998       103.46254228860099       0.0804273058818876       0.7866206667314509       0                        0                        0.515275175              0.05                     0.006140276632917447     0.0012128709839838421    0.01                     0.2807265341501025       2.5e-06                  0.20197610294117646      0.12730725               0.41752702               
9200                     16.75681006444825        40548647                 96.35252024546716        100.55960572051347       0.0804273058818876       0.7866206667314509       0                        0                        0.493144475              0.05                     0.005405815105620886     0.0007343432544075768    0.01                     0.2748575641718858       2.5e-06                  0.20220588235294118      -0.11214673              0.38464317               
9600                     17.548320483697786       42323347                 100.00475905263244       99.16444678985982        0.0804273058818876       0.7866206667314509       0                        0                        0.4709810375             0.05                     0.004758308479219238     0.0006162854812195608    0.01                     0.27281119961939426      2.5e-06                  0.20771059782608697      -0.0629696               0.64531034               
10000                    18.34505397386021        44101812                 104.47449700633577       100.99555470111615       0.0804273058818876       0.7866206667314509       0                        0                        0.44875022500000006      0.05                     0.004186735862530263     0.0007006473245817925    0.01                     0.29298890673595923      2.5e-06                  0.16847826086956522      0.08723081               0.20622003               
10400                    19.144647353556422       45876270                 102.63292457100616       95.48847612614412        0.0804273058818876       0.7866206667314509       0                        0                        0.42656950000000005      0.05                     0.0036848833989613894    0.0004771429285424149    0.01                     0.2865317353330876       2.5e-06                  0.19140625               0.13111956               0.24691615               
10800                    19.949758863515324       47651534                 101.07990700740329       104.35942870380651       0.0804273058818876       0.7866206667314509       0                        0                        0.404358875              0.05                     0.0032426284405032055    0.0005725902226592606    0.01                     0.2707498293260441       2.5e-06                  0.2058823529411765       0.05983429               0.22440016               
11200                    20.754641672439046       49432694                 105.63347055699968       106.54665205110737       0.0804273058818876       0.7866206667314509       0                        0                        0.382115725              0.05                     0.002852918153541553     0.001224791641660609     0.01                     0.2943129500617152       2.5e-06                  0.21501358695652173      -0.004070412             0.26257953               
11600                    21.55944855703248        51211512                 102.02589402929921       104.46853935454425       0.0804273058818876       0.7866206667314509       0                        0                        0.35987745000000004      0.05                     0.002510115034796586     0.0006753517761017459    0.01                     0.28017564741489676      2.5e-06                  0.20991847826086957      -0.09157534              0.21694544               
12000                    22.372233117024106       52989054                 103.59212511392684       102.12342514661015       0.0804273058818876       0.7866206667314509       0                        0                        0.3376597                0.05                     0.002208763668148006     0.0006028303013922794    0.01                     0.28176975080176536      2.5e-06                  0.19072690217391303      -0.044538945             0.2521241                
12400                    23.190003800590834       54767233                 107.23882920722095       105.02387605815427       0.0804273058818876       0.7866206667314509       0                        0                        0.31543398749999996      0.05                     0.0019435018964599885    0.00029765388534463494   0.01                     0.27299505387149425      2.5e-06                  0.19684103260869568      0.028996997              0.22176622               
12800                    24.01062816646364        56549683                 106.56482555878534       105.30884486909244       0.0804273058818876       0.7866206667314509       0                        0                        0.2931533625             0.05                     0.0017095562939749924    0.0002680007697246923    0.01                     0.2717241442802808       2.5e-06                  0.20771059782608695      0.026447752              0.17339984               
13200                    24.827669524417985       58326052                 105.59563927630785       105.94245292954444       0.0804273058818876       0.7866206667314509       0                        0                        0.270947225              0.05                     0.0015044164116969731    0.0007573526940592748    0.01                     0.27539804116215394      2.5e-06                  0.1805366847826087       -0.041088555             0.2569337                
13600                    25.641241855223974       60103948                 107.48370512619816       106.70315200594933       0.0804273058818876       0.7866206667314509       0                        0                        0.24872505               0.05                     0.001323770275411855     0.0003874678314273099    0.01                     0.2727758390828967       2.5e-06                  0.20805027173913043      -0.018747747             0.19212112               
14000                    26.462480673922432       61893094                 108.1308323905096        105.71707453221518       0.0804273058818876       0.7866206667314509       0                        0                        0.22636072499999998      0.05                     0.001163862867640793     0.0004320683156532576    0.01                     0.2687597952216216       2.5e-06                  0.2274116847826087       0.006174917              0.20694003               
14400                    27.29146051433351        63688192                 107.83748818838356       102.32083092722715       0.0804273058818876       0.7866206667314509       0                        0                        0.203920475              0.05                     0.0010228246536599218    0.00029469973385501993   0.01                     0.25946467608699336      2.5e-06                  0.24932065217391303      -0.017781349             0.14458375               
14800                    28.11242083291213        65471415                 104.24668537455779       105.1753317519526        0.0804273058818876       0.7866206667314509       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00024107584614363944   0.01                     0.25784515864823176      2.5e-06                  0.24473505434782608      -0.114963144             0.22022498               
15200                    28.94109534581502        67274482                 108.24374855930765       109.12296079527775       0.0804273058818876       0.7866206667314509       0                        0                        0.2                      0.05                     0.0010000000000000002    0.000262465240449155     0.01                     0.2633894969425772       2.5e-06                  0.23777173913043478      -0.056819987             0.32440263               
