Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0016862665282355415    4308                     5.256838730858014        5.467741549069664        -0.03010452268575201     1.000812678363292        0                        0                        0.9999527625             0.05                     0.0999728116058814       0.14635153199196793      0.01                     0.48948530008783564      2.5e-06                  0.766845703125           -8.075144                5.610831                 
400                      0.5658969745371076       1739236                  12.599623192561204       24.297431993990415       0.05268103896416707      0.8154722743295587       0                        0                        0.97826635               0.05                     0.08824007630795279      0.002369712766721932     0.01                     0.28066976816626266      2.5e-06                  0.127197265625           -0.026793048             0.8069224                
800                      1.1375050832165612       3487108                  12.592696307802331       33.54790551327899        0.05268103896416707      0.8154722743295587       0                        0                        0.95641795               0.05                     0.07781169485478795      0.0021649741213423113    0.01                     0.2808675958076492       2.5e-06                  0.1279296875             -0.008565534             0.981649                 
1200                     1.7095433643791411       5244223                  12.797283581954819       31.598512093356177       0.05268103896416707      0.8154722743295587       0                        0                        0.9344540125             0.05                     0.06857013922358136      0.002803738199190775     0.01                     0.30272274755407125      2.5e-06                  0.178466796875           -0.041509543             0.6475939                
1600                     2.292735260526339        7040206                  12.719484664292114       39.59049376499294        0.05268103896416707      0.8154722743295587       0                        0                        0.912004625              0.05                     0.06025756286174938      0.002079572608977287     0.01                     0.2941884023603052       2.5e-06                  0.16845703125            -0.06065793              0.6471872                
2000                     2.868574193716049        8803051                  14.79734294522794        46.918837887664154       0.05268103896416707      0.8154722743295587       0                        0                        0.8899698625             0.05                     0.0530792351521764       0.0018758002632453365    0.01                     0.288323068717385        2.5e-06                  0.14338235294117646      0.05529843               0.7083735                
2400                     3.458031752506892        10568857                 17.504763995271066       71.68089917028487        0.05268103896416707      0.8154722743295587       0                        0                        0.8678984875             0.05                     0.046746189873295374     0.003685888617029478     0.01                     0.2911470230254862       2.5e-06                  0.1369357638888889       -0.29242885              1.1173213                
2800                     4.053018406894472        12337872                 23.29181253659192        74.9615348114244         0.05268103896416707      0.8154722743295587       0                        0                        0.8457824                0.05                     0.04115816463127719      0.002587531849428615     0.01                     0.29804289707681164      2.5e-06                  0.17529296875            -0.21176401              0.71678126               
3200                     4.666296077370643        14114304                 31.667601424365415       252.70276153937596       0.05268103896416707      0.8154722743295587       0                        0                        0.8235785124999999       0.049999999999999996     0.03621981946292792      0.002523318869541125     0.01                     0.2942550532958087       2.5e-06                  0.20105698529411764      0.017413814              0.5924107                
3600                     5.293492305278778        15888893                 38.80760009389788        268.9422872531567        0.05268103896416707      0.8154722743295587       0                        0                        0.80139855               0.05                     0.03187838967104346      0.002175552427729599     0.01                     0.2963851206586696       2.5e-06                  0.1923828125             0.26784712               0.48858395               
4000                     5.9245883993970025       17648277                 55.15529638431822        358.24289318282945       0.05268103896416707      0.8154722743295587       0                        0                        0.7794107374999999       0.049999999999999996     0.028088389817921545     0.0020944744250704795    0.01                     0.3024151985430055       2.5e-06                  0.21809895833333331      0.020025922              0.6429852                
4400                     6.5706212431192395       19401941                 54.5657292848081         101.3067972291749        0.05268103896416707      0.8154722743295587       0                        0                        0.7574845874999999       0.05                     0.024757766849291943     0.0036991925317124696    0.01                     0.40910688030999154      2.5e-06                  0.236572265625           0.44528383               0.75816727               
4800                     7.214924855099784        21152562                 96.45540049269655        444.0530692492904        0.05268103896416707      0.8154722743295587       0                        0                        0.735593525              0.05                     0.021826485562572318     0.0009801815486412124    0.01                     0.2961689482908696       2.5e-06                  0.183837890625           0.00783661               0.5513334                
5200                     7.8639403945207595       22906577                 129.186736945884         327.51354882317287       0.05268103896416707      0.8154722743295587       0                        0                        0.713699525              0.05                     0.019241938068158927     0.0009480227874064441    0.01                     0.2825632422696799       2.5e-06                  0.17050781249999997      0.012344203              0.22331889               
5600                     8.524305522441864        24682972                 166.69241404318745       446.75119769162643       0.05268103896416707      0.8154722743295587       0                        0                        0.6915018749999999       0.05                     0.016933810190634474     0.0009307789503644151    0.01                     0.27801346533966287      2.5e-06                  0.18938078703703703      0.010871871              0.47379893               
6000                     9.181006097727352        26469566                 231.49106025623237       402.0270094720118        0.05268103896416707      0.8154722743295587       0                        0                        0.6691872125             0.05                     0.014892514487343467     0.0011175472101033139    0.01                     0.2895751341453029       2.5e-06                  0.21961805555555555      -0.6834849               1.4093107                
6400                     9.96806335164441         28618899                 308.79943638533183       495.46000308116027       0.05268103896416707      0.8154722743295587       0                        0                        0.6423389375             0.05                     0.012759902143031432     0.00038852407558920277   0.01                     0.28892563333890087      2.5e-06                  0.16373697916666666      0.031851783              0.18798153               
6800                     11.093410923480988       31651086                 419.63510873898076       462.87009164410136       0.05268103896416707      0.8154722743295587       0                        0                        0.60446285               0.05                     0.010260230677732924     0.001561821344147063     0.01                     0.28016470349393785      2.5e-06                  0.193603515625           -0.027021507             0.20241712               
7200                     12.50512271212207        35479328                 419.1837172769849        450.09896993609874       0.05268103896416707      0.8154722743295587       0                        0                        0.5566157375             0.05                     0.007790033830904466     0.0020763011625069125    0.01                     0.27860455872381434      2.5e-06                  0.21817555147058826      -0.0023892163            0.21034102               
7600                     13.913917357656691       39295700                 509.9757816916774        455.5387843056973        0.05268103896416707      0.8154722743295587       0                        0                        0.5089239875             0.05                     0.005919839998287965     0.0005450395750765317    0.01                     0.29356938110370384      2.5e-06                  0.1939761513157895       -0.0029138604            0.20921004               
8000                     15.324348889456855       43102907                 485.4892221711074        383.05614574236563       0.05268103896416707      0.8154722743295587       0                        0                        0.4613269875             0.05                     0.004501087636338381     0.0005660268360985456    0.01                     0.29372934803056217      2.5e-06                  0.20789930555555555      -0.0005578197            0.20978023               
8400                     16.750004239612156       46916119                 491.7661018043654        396.88671771154543       0.05268103896416707      0.8154722743295587       0                        0                        0.4136692                0.05                     0.0034211569621064265    0.00048176099343627836   0.01                     0.28368638259799855      2.5e-06                  0.19099506578947367      -0.012199931             0.2816442                
8800                     18.173166976571082       50717960                 517.5803460059203        399.1712772894225        0.05268103896416707      0.8154722743295587       0                        0                        0.366143425              0.05                     0.002602307195081833     0.0004827082455486143    0.01                     0.2832640575597415       2.5e-06                  0.19932432432432434      0.00398474               0.23822123               
9200                     19.602361011836265       54532946                 523.1312800541291        343.4825112439068        0.05268103896416707      0.8154722743295587       0                        0                        0.3184564                0.05                     0.0019776115961723834    0.0008948797461237739    0.01                     0.2841515823745647       2.5e-06                  0.18380489864864866      -0.10187532              0.20531611               
